Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,City
6/20/2012 17:00,32.3,20.3,49,15,24.1,100.69,Mainly Clear,Jacksonville
6/20/2012 18:00,32.4,19.9,48,17,24.1,100.61,Mostly Cloudy,Fort Worth
6/20/2012 19:00,30.6,21.1,57,11,24.1,100.63,Mostly Cloudy,Columbus
6/20/2012 20:00,29.7,21.1,60,17,24.1,100.61,Mostly Cloudy,Charlotte
6/20/2012 21:00,28,21,66,15,25,100.61,Mainly Clear,New York
6/20/2012 22:00,28.1,20.2,62,24,25,100.57,Clear,Los Angeles
6/20/2012 23:00,27.3,20.1,65,19,25,100.6,Mainly Clear,Chicago
6/21/2012 0:00,26.5,19.9,67,20,25,100.61,Mainly Clear,Houston
6/21/2012 1:00,25.9,19.6,68,22,25,100.6,Clear,Phoenix
6/21/2012 2:00,25.1,19.3,70,11,25,100.6,Mainly Clear,Philadelphia
6/21/2012 3:00,24.6,18.9,71,11,25,100.58,Mainly Clear,San Antonio
6/21/2012 4:00,24,18.5,71,11,25,100.57,Mainly Clear,San Diego
6/21/2012 5:00,24.1,18.2,70,17,24.1,100.6,Mainly Clear,Dallas
6/21/2012 6:00,24.5,18.2,68,17,24.1,100.6,Mainly Clear,San Jose
6/21/2012 7:00,25.6,18.6,65,17,24.1,100.6,Mainly Clear,Austin
6/21/2012 8:00,26,18.5,63,11,24.1,100.59,Mainly Clear,Jacksonville
6/21/2012 9:00,28.1,19,58,19,24.1,100.52,Mainly Clear,Fort Worth
6/21/2012 10:00,29.4,19.3,55,17,24.1,100.47,Clear,Columbus
6/21/2012 11:00,30.8,20,53,13,24.1,100.42,Mainly Clear,Charlotte
6/21/2012 12:00,31.8,20.8,52,15,24.1,100.36,Mainly Clear,New York
6/21/2012 13:00,31.6,20.6,52,24,24.1,100.32,Mostly Cloudy,Los Angeles
6/21/2012 14:00,32.6,20.4,49,20,24.1,100.25,Mainly Clear,Chicago
6/21/2012 15:00,33,19,44,24,24.1,100.2,Mainly Clear,Houston
6/21/2012 16:00,32.5,17.9,42,24,24.1,100.14,Mainly Clear,Phoenix
6/21/2012 17:00,32.1,17.9,43,30,24.1,100.09,Mainly Clear,Philadelphia
6/21/2012 18:00,31.1,18.5,47,22,24.1,100.06,Clear,San Antonio
6/21/2012 19:00,30.3,17.3,46,30,24.1,100.08,Clear,San Diego
6/21/2012 20:00,28.9,17.6,51,22,24.1,100.1,Mainly Clear,Dallas
6/21/2012 21:00,28.1,17.7,53,20,25,100.13,Mainly Clear,San Jose
6/21/2012 22:00,27.5,17.8,55,17,25,100.14,Mainly Clear,Austin
6/21/2012 23:00,26.7,17.7,58,17,25,100.09,Clear,Jacksonville
6/22/2012 0:00,25.8,18.1,63,9,25,100.07,Clear,Fort Worth
6/22/2012 1:00,24.8,18.1,66,9,25,100.11,Mainly Clear,Columbus
6/22/2012 2:00,24.7,16.9,62,15,25,100.1,Mainly Clear,Charlotte
6/22/2012 3:00,24,16.7,64,22,25,100.12,Mainly Clear,New York
6/22/2012 4:00,23,16.7,68,19,24.1,100.14,Mainly Clear,Los Angeles
6/22/2012 5:00,22.6,16.9,70,20,24.1,100.21,Mainly Clear,Chicago
6/22/2012 6:00,22.7,17.2,71,19,24.1,100.28,Mostly Cloudy,Houston
6/22/2012 7:00,23.4,17.3,69,19,24.1,100.33,Mostly Cloudy,Phoenix
6/22/2012 8:00,23,17.3,70,17,24.1,100.37,Mostly Cloudy,Philadelphia
6/22/2012 9:00,24.6,17.6,65,17,24.1,100.4,Mostly Cloudy,San Antonio
6/22/2012 10:00,24.4,16.9,63,19,24.1,100.4,Mostly Cloudy,San Diego
6/22/2012 11:00,24.7,17.3,63,22,24.1,100.41,Mostly Cloudy,Dallas
6/22/2012 12:00,26.8,17.8,58,22,24.1,100.41,Mostly Cloudy,San Jose
6/22/2012 13:00,28,14.8,45,20,24.1,100.39,Mostly Cloudy,Austin
6/22/2012 14:00,29.1,14,40,22,48.3,100.37,Mostly Cloudy,Jacksonville
6/22/2012 15:00,29,13.8,39,20,48.3,100.32,Mainly Clear,Fort Worth
6/22/2012 16:00,28.5,12.7,38,22,48.3,100.29,Mainly Clear,Columbus
6/22/2012 17:00,27.9,12.4,38,24,48.3,100.29,Mainly Clear,Charlotte
6/22/2012 18:00,27.2,11.7,38,17,48.3,100.31,Mainly Clear,New York
6/22/2012 19:00,25.7,11.7,42,11,48.3,100.38,Mostly Cloudy,Los Angeles
6/22/2012 20:00,23.2,10.9,46,7,24.1,100.42,Mostly Cloudy,Chicago
6/22/2012 21:00,22.8,11.8,50,9,25,100.47,Mostly Cloudy,Houston
6/22/2012 22:00,21.1,11.7,55,9,25,100.48,Mainly Clear,Phoenix
6/22/2012 23:00,20,11.7,59,9,25,100.52,Mainly Clear,Philadelphia
6/23/2012 0:00,19.6,12.1,62,7,25,100.56,Mostly Cloudy,San Antonio
6/23/2012 1:00,20.8,11.9,57,9,25,100.6,Mainly Clear,San Diego
6/23/2012 2:00,20.1,12,60,13,25,100.62,Mainly Clear,Dallas
6/23/2012 3:00,19.5,12.3,63,13,25,100.65,Mainly Clear,San Jose
6/23/2012 4:00,19.5,12.3,63,15,24.1,100.7,Mainly Clear,Austin
6/23/2012 5:00,19.3,12.4,64,15,48.3,100.82,Mostly Cloudy,Jacksonville
6/23/2012 6:00,17.4,12.7,74,15,24.1,100.8,Rain Showers,Fort Worth
6/23/2012 7:00,18.6,13.7,73,11,48.3,100.84,Mostly Cloudy,Columbus
6/23/2012 8:00,20,12.6,62,15,48.3,100.89,Mostly Cloudy,Charlotte
6/23/2012 9:00,21.5,11.8,54,15,48.3,100.9,Mostly Cloudy,New York
6/23/2012 10:00,22.2,11.7,51,7,48.3,100.91,Mostly Cloudy,Los Angeles
6/23/2012 11:00,23.8,11.4,46,11,48.3,100.89,Mostly Cloudy,Chicago
6/23/2012 12:00,25.1,9.8,38,13,48.3,100.85,Mostly Cloudy,Houston
6/23/2012 13:00,25.6,9.6,36,19,48.3,100.84,Mainly Clear,Phoenix
6/23/2012 14:00,26.1,7.1,30,15,48.3,100.82,Mainly Clear,Philadelphia
6/23/2012 15:00,26.4,5.7,27,13,48.3,100.86,Mostly Cloudy,San Antonio
6/23/2012 16:00,26.5,5.9,27,22,48.3,100.84,Mostly Cloudy,San Diego
6/23/2012 17:00,26.4,4.4,24,15,48.3,100.83,Mainly Clear,Dallas
6/23/2012 18:00,25.8,3.6,24,20,48.3,100.82,Mainly Clear,San Jose
6/23/2012 19:00,25.8,3.5,24,13,48.3,100.84,Mainly Clear,Austin
6/23/2012 20:00,23.5,5.4,31,6,48.3,100.88,Clear,Jacksonville
6/23/2012 21:00,20.1,7.3,43,0,25,100.95,Clear,Fort Worth
6/23/2012 22:00,19.6,7.5,45,0,25,100.99,Mainly Clear,Columbus
6/23/2012 23:00,18.8,8.5,51,0,25,101.01,Clear,Charlotte
6/24/2012 0:00,18.3,8.4,52,0,25,101,Clear,New York
6/24/2012 1:00,17.6,8.7,56,6,25,101.02,Clear,Los Angeles
6/24/2012 2:00,14.1,8.7,70,4,25,101.01,Clear,Chicago
6/24/2012 3:00,14.9,9.1,68,0,25,101.02,Clear,Houston
6/24/2012 4:00,14.4,9,70,11,48.3,101.04,Clear,Phoenix
6/24/2012 5:00,14,9.2,73,6,48.3,101.04,Clear,Philadelphia
6/24/2012 6:00,17.8,10.5,62,4,48.3,101.04,Clear,San Antonio
6/24/2012 7:00,20,12.2,61,7,48.3,101.03,Clear,San Diego
6/24/2012 8:00,22.2,10.6,48,7,48.3,101.03,Clear,Dallas
6/24/2012 9:00,23.2,12.7,52,11,48.3,101,Clear,San Jose
6/24/2012 10:00,24.3,13,49,15,48.3,100.97,Clear,Austin
6/24/2012 11:00,26.3,12,41,17,48.3,100.91,Mainly Clear,Jacksonville
6/24/2012 12:00,27.1,8.4,31,9,48.3,100.82,Mainly Clear,Fort Worth
6/24/2012 13:00,27.3,9.9,34,17,48.3,100.75,Mostly Cloudy,Columbus
6/24/2012 14:00,26.8,9.4,33,19,48.3,100.67,Mostly Cloudy,Charlotte
6/24/2012 15:00,26.7,8.9,33,22,48.3,100.63,Mostly Cloudy,New York
6/24/2012 16:00,26.4,8.7,33,19,24.1,100.61,Cloudy,Los Angeles
6/24/2012 17:00,21.5,11.8,54,32,24.1,100.69,Cloudy,Chicago
6/24/2012 18:00,19.4,12.7,65,26,24.1,100.71,Rain Showers,Houston
6/24/2012 19:00,19,14,73,20,24.1,100.74,Rain,Phoenix
6/24/2012 20:00,18.7,14.5,77,24,24.1,100.69,Rain,Philadelphia
6/24/2012 21:00,18.6,13.6,73,19,25,100.67,Cloudy,San Antonio
6/24/2012 22:00,18.3,13.1,72,9,25,100.6,Cloudy,San Diego
6/24/2012 23:00,17.8,13.2,74,13,25,100.57,Cloudy,Dallas
6/25/2012 0:00,16.7,13.6,82,9,19.3,100.51,Rain Showers,San Jose
6/25/2012 1:00,15.7,13.6,87,9,19.3,100.41,Rain,Austin
6/25/2012 2:00,15.7,13.8,88,7,12.9,100.32,Drizzle,Jacksonville
6/25/2012 3:00,15.9,14.2,90,9,11.3,100.26,Rain,Fort Worth
6/25/2012 4:00,16.1,14.1,88,15,19.3,100.21,Rain,Columbus
6/25/2012 5:00,16.4,14.3,87,15,19.3,100.21,Cloudy,Charlotte
6/25/2012 6:00,16.7,14.3,86,15,24.1,100.19,Mostly Cloudy,New York
6/25/2012 7:00,17.2,13.8,80,15,24.1,100.18,Cloudy,Los Angeles
6/25/2012 8:00,18.7,13.9,74,17,24.1,100.16,Mainly Clear,Chicago
6/25/2012 9:00,18.8,13,69,26,24.1,100.13,Mostly Cloudy,Houston
6/25/2012 10:00,17.9,12.8,72,24,24.1,100.12,Rain Showers,Phoenix
6/25/2012 11:00,19.8,13.1,65,22,24.1,100.1,Mostly Cloudy,Philadelphia
6/25/2012 12:00,19,11.9,63,26,24.1,100.12,Mostly Cloudy,San Antonio
6/25/2012 13:00,19.7,12.4,63,19,24.1,100.12,Mostly Cloudy,San Diego
6/25/2012 14:00,20.2,12.2,60,26,24.1,100.13,Mostly Cloudy,Dallas
6/25/2012 15:00,18.8,10.8,60,28,24.1,100.09,Mostly Cloudy,San Jose
6/25/2012 16:00,18.1,10.8,62,26,24.1,100.12,Mostly Cloudy,Austin
6/25/2012 17:00,16.5,10.8,69,26,24.1,100.14,Cloudy,Jacksonville
6/25/2012 18:00,16,10.7,71,28,24.1,100.12,Cloudy,Fort Worth
6/25/2012 19:00,15,10.9,76,22,24.1,100.14,Cloudy,Columbus
6/25/2012 20:00,15.2,11.3,78,11,24.1,100.12,Cloudy,Charlotte
6/25/2012 21:00,16.6,12.3,76,13,25,100.13,Cloudy,New York
6/25/2012 22:00,17.1,11.8,71,24,25,100.13,Cloudy,Los Angeles
6/25/2012 23:00,16.7,11.6,72,22,25,100.14,Cloudy,Chicago
6/26/2012 0:00,16.6,11.3,71,26,25,100.12,Cloudy,Houston
6/26/2012 1:00,16.2,10.9,71,24,25,100.13,Cloudy,Phoenix
6/26/2012 2:00,15.7,10.6,72,11,25,100.11,Cloudy,Philadelphia
6/26/2012 3:00,15.8,10.5,71,13,25,100.12,Cloudy,San Antonio
6/26/2012 4:00,15.6,10.2,70,13,24.1,100.12,Cloudy,San Diego
6/26/2012 5:00,15.4,10.2,71,17,24.1,100.16,Cloudy,Dallas
6/26/2012 6:00,15.6,10.2,70,17,24.1,100.18,Mostly Cloudy,San Jose
6/26/2012 7:00,16,10.4,69,11,24.1,100.19,Mostly Cloudy,Austin
6/26/2012 8:00,16.4,10.3,67,17,24.1,100.18,Cloudy,Jacksonville
6/26/2012 9:00,16.9,10.5,66,9,24.1,100.16,Cloudy,Fort Worth
6/26/2012 10:00,17,10.4,65,13,24.1,100.15,Cloudy,Columbus
6/26/2012 11:00,17.6,10.8,64,11,24.1,100.12,Cloudy,Charlotte
6/26/2012 12:00,16.9,11.5,70,15,24.1,100.12,Rain,New York
6/26/2012 13:00,16.2,10.9,71,26,19.3,100.1,Cloudy,Los Angeles
6/26/2012 14:00,16.3,11.6,74,20,19.3,100.07,Drizzle,Chicago
6/26/2012 15:00,16.6,11.4,71,20,24.1,100.03,Cloudy,Houston
6/26/2012 16:00,15.8,12.4,80,17,24.1,100,Cloudy,Phoenix
6/26/2012 17:00,16.1,12.5,79,13,24.1,99.99,Rain Showers,Philadelphia
6/26/2012 18:00,15.6,12.6,82,13,19.3,99.99,Rain,San Antonio
6/26/2012 19:00,15.4,12.6,83,15,19.3,99.93,Rain,San Diego
6/26/2012 20:00,15.3,12.8,85,15,24.1,99.9,Rain,Dallas
6/26/2012 21:00,15.4,12.9,85,15,12.9,99.9,Rain,San Jose
6/26/2012 22:00,15.4,12.8,84,15,16.1,99.85,Rain,Austin
6/26/2012 23:00,15.4,12.8,84,15,19.3,99.8,Rain,Jacksonville
6/27/2012 0:00,15.7,12.9,83,17,19.3,99.75,Rain,Fort Worth
6/27/2012 1:00,15.7,12.9,83,13,19.3,99.72,Rain,Columbus
6/27/2012 2:00,15.6,12.7,83,11,19.3,99.69,Rain,Charlotte
6/27/2012 3:00,15.3,12.7,84,9,19.3,99.69,Rain,New York
6/27/2012 4:00,15.2,12.4,83,13,19.3,99.72,Rain,Los Angeles
6/27/2012 5:00,15.2,12.2,82,17,24.1,99.76,Rain,Chicago
6/27/2012 6:00,15.4,12.2,81,15,24.1,99.79,Rain,Houston
6/27/2012 7:00,16.3,12.2,77,20,24.1,99.81,Rain,Phoenix
6/27/2012 8:00,18,12.9,72,28,24.1,99.83,Mostly Cloudy,Philadelphia
6/27/2012 9:00,18,12,68,20,24.1,99.86,Cloudy,San Antonio
6/27/2012 10:00,18.7,13,69,20,24.1,99.89,Rain,San Diego
6/27/2012 11:00,17.8,13.5,76,24,24.1,99.93,Rain,Dallas
6/27/2012 12:00,19.8,13.5,67,20,19.3,99.92,Rain,San Jose
6/27/2012 13:00,19.3,14.4,73,13,19.3,99.96,Rain,Austin
6/27/2012 14:00,19.1,14.7,76,19,19.3,99.99,Rain,Jacksonville
6/27/2012 15:00,19.6,15.1,75,19,24.1,100.02,Mostly Cloudy,Fort Worth
6/27/2012 16:00,20.3,14.2,68,20,24.1,100.03,Rain,Columbus
6/27/2012 17:00,19.9,14.3,70,20,24.1,100.05,Mostly Cloudy,Charlotte
6/27/2012 18:00,21.1,14.1,64,15,24.1,100.06,Mostly Cloudy,New York
6/27/2012 19:00,19.4,13.8,70,17,24.1,100.09,Rain,Los Angeles
6/27/2012 20:00,19.3,13.2,68,11,24.1,100.13,Cloudy,Chicago
6/27/2012 21:00,19.3,12.7,66,13,25,100.19,Mostly Cloudy,Houston
6/27/2012 22:00,18.7,13.4,71,11,25,100.19,Cloudy,Phoenix
6/27/2012 23:00,17.5,14.1,80,9,25,100.17,Cloudy,Philadelphia
6/28/2012 0:00,17.2,14,81,6,25,100.17,Cloudy,San Antonio
6/28/2012 1:00,17.7,13.3,75,11,25,100.15,Cloudy,San Diego
6/28/2012 2:00,17.6,13.4,76,7,25,100.16,Cloudy,Dallas
6/28/2012 3:00,17.5,13.3,76,6,25,100.18,Rain,San Jose
6/28/2012 4:00,17.7,13.9,78,11,25,100.2,Rain Showers,Austin
6/28/2012 5:00,17.6,13.7,78,9,48.3,100.25,Mostly Cloudy,Jacksonville
6/28/2012 6:00,17.7,13.7,77,11,48.3,100.27,Mostly Cloudy,Fort Worth
6/28/2012 7:00,18.6,14.2,76,11,48.3,100.29,Mostly Cloudy,Columbus
6/28/2012 8:00,19.4,14.2,72,9,48.3,100.28,Mostly Cloudy,Charlotte
6/28/2012 9:00,20.4,14.1,67,11,48.3,100.27,Mostly Cloudy,New York
6/28/2012 10:00,21.7,14.7,64,11,48.3,100.23,Mostly Cloudy,Los Angeles
6/28/2012 11:00,23,14.7,60,13,48.3,100.21,Mostly Cloudy,Chicago
6/28/2012 12:00,24.6,15.3,56,9,48.3,100.19,Mostly Cloudy,Houston
6/28/2012 13:00,24.9,15,54,17,48.3,100.11,Mainly Clear,Phoenix
6/28/2012 14:00,25.5,15.3,53,22,48.3,100.08,Mainly Clear,Philadelphia
6/28/2012 15:00,27,14.8,47,22,48.3,100.03,Mainly Clear,San Antonio
6/28/2012 16:00,27.1,14,45,22,48.3,100.01,Mainly Clear,San Diego
6/28/2012 17:00,27.2,12.6,40,19,48.3,99.92,Mostly Cloudy,Dallas
6/28/2012 18:00,26.4,12.1,41,19,48.3,99.9,Mostly Cloudy,San Jose
6/28/2012 19:00,25.4,12.9,46,13,48.3,99.91,Mostly Cloudy,Austin
6/28/2012 20:00,24.1,13.5,52,11,24.1,99.89,Mainly Clear,Jacksonville
6/28/2012 21:00,23.6,14.3,56,11,25,99.95,Mainly Clear,Fort Worth
6/28/2012 22:00,22.5,15,63,11,25,99.88,Mostly Cloudy,Columbus
6/28/2012 23:00,21.9,15.4,67,15,25,99.85,Mostly Cloudy,Charlotte
6/29/2012 0:00,22.2,14,60,15,25,99.83,Rain Showers,New York
6/29/2012 1:00,21.1,14.7,67,4,25,99.75,Cloudy,Los Angeles
6/29/2012 2:00,20.3,15.3,73,7,25,99.71,Cloudy,Chicago
6/29/2012 3:00,19.5,16.1,81,7,9.7,99.71,"Thunderstorms,Rain Showers,Fog",Houston
6/29/2012 4:00,18.8,16.5,86,9,24.1,99.68,Cloudy,Phoenix
6/29/2012 5:00,18.9,16.4,85,13,24.1,99.71,Mostly Cloudy,Philadelphia
6/29/2012 6:00,19.7,16.7,83,17,24.1,99.72,Mostly Cloudy,San Antonio
6/29/2012 7:00,21.4,16.7,75,20,24.1,99.65,Mainly Clear,San Diego
6/29/2012 8:00,22.8,17.4,72,24,24.1,99.61,Mainly Clear,Dallas
6/29/2012 9:00,24.8,18,66,24,24.1,99.55,Mainly Clear,San Jose
6/29/2012 10:00,25.5,18.3,64,26,48.3,99.52,Clear,Austin
6/29/2012 11:00,26.5,19.2,64,26,24.1,99.51,Mainly Clear,Jacksonville
6/29/2012 12:00,27.3,18.5,59,32,24.1,99.47,Mostly Cloudy,Fort Worth
6/29/2012 13:00,28.6,18.2,53,37,48.3,99.46,Mainly Clear,Columbus
6/29/2012 14:00,29.8,17.1,46,33,48.3,99.44,Mainly Clear,Charlotte
6/29/2012 15:00,30.7,14.6,38,32,48.3,99.42,Mainly Clear,New York
6/29/2012 16:00,31.1,13,33,28,48.3,99.39,Mainly Clear,Los Angeles
6/29/2012 17:00,30.2,12.2,33,30,48.3,99.43,Mainly Clear,Chicago
6/29/2012 18:00,29.8,12.5,35,24,48.3,99.45,Mainly Clear,Houston
6/29/2012 19:00,28.5,12.3,37,17,48.3,99.45,Mainly Clear,Phoenix
6/29/2012 20:00,27.6,13.4,42,9,25,99.51,Mainly Clear,Philadelphia
6/29/2012 21:00,26.5,15.3,50,22,25,99.58,Mainly Clear,San Antonio
6/29/2012 22:00,25.7,14,48,22,25,99.59,Mostly Cloudy,San Diego
6/29/2012 23:00,24.5,13.5,50,17,25,99.61,Mainly Clear,Dallas
6/30/2012 0:00,23.1,11.9,49,20,25,99.63,Clear,San Jose
6/30/2012 1:00,22.6,11.4,49,15,25,99.68,Clear,Austin
6/30/2012 2:00,22,11.5,51,17,25,99.67,Clear,Jacksonville
6/30/2012 3:00,21.2,12.3,57,17,25,99.66,Clear,Fort Worth
6/30/2012 4:00,20.5,13,62,20,48.3,99.7,Clear,Columbus
6/30/2012 5:00,20.8,12.4,59,26,48.3,99.83,Mostly Cloudy,Charlotte
6/30/2012 6:00,21.6,13.2,59,28,48.3,99.85,Mostly Cloudy,New York
6/30/2012 7:00,22.1,13.8,59,20,48.3,99.86,Mostly Cloudy,Los Angeles
6/30/2012 8:00,23.4,14.4,57,26,48.3,99.88,Mostly Cloudy,Chicago
6/30/2012 9:00,24.2,13.9,53,26,48.3,99.83,Mainly Clear,Houston
6/30/2012 10:00,25.1,14.5,52,30,48.3,99.83,Mainly Clear,Phoenix
6/30/2012 11:00,26.3,14.9,50,26,48.3,99.79,Mainly Clear,Philadelphia
6/30/2012 12:00,27.6,15.5,48,26,48.3,99.74,Mainly Clear,San Antonio
6/30/2012 13:00,28,14.8,45,30,48.3,99.68,Mainly Clear,San Diego
6/30/2012 14:00,29.9,13.8,37,33,48.3,99.67,Mainly Clear,Dallas
6/30/2012 15:00,28.8,13.2,38,28,24.1,99.66,Mostly Cloudy,San Jose
6/30/2012 16:00,29,13.1,38,26,48.3,99.65,Mostly Cloudy,Austin
6/30/2012 17:00,24.8,17.6,64,11,48.3,99.69,Mostly Cloudy,Jacksonville
6/30/2012 18:00,24.3,16.2,61,22,24.1,99.79,Mostly Cloudy,Fort Worth
6/30/2012 19:00,23.9,16.6,64,7,48.3,99.86,Mostly Cloudy,Columbus
6/30/2012 20:00,22.9,16.2,66,6,25,99.92,Mostly Cloudy,Charlotte
6/30/2012 21:00,23.6,16.3,64,13,25,100.02,Mostly Cloudy,New York
6/30/2012 22:00,23.3,15.3,61,7,25,100.04,Mostly Cloudy,Los Angeles
6/30/2012 23:00,22.3,15.6,66,4,25,100.07,Mostly Cloudy,Chicago
07-01-2012 00:00,22,15.7,67,0,25,100.1,Mostly Cloudy,Houston
07-01-2012 01:00,21.1,16.8,76,6,25,100.14,Mostly Cloudy,Phoenix
07-01-2012 02:00,20.4,16.1,76,9,24.1,100.16,Mostly Cloudy,Philadelphia
07-01-2012 03:00,20.2,13.8,67,7,25,100.22,Mostly Cloudy,San Antonio
07-01-2012 04:00,20,12.3,61,6,24.1,100.27,Mostly Cloudy,San Diego
07-01-2012 05:00,20.2,12.3,60,0,24.1,100.32,Mostly Cloudy,Dallas
07-01-2012 06:00,21,12.9,60,7,24.1,100.41,Mostly Cloudy,San Jose
07-01-2012 07:00,21.3,13.4,61,11,24.1,100.46,Mostly Cloudy,Austin
07-01-2012 08:00,21.6,13.1,58,6,24.1,100.5,Mainly Clear,Jacksonville
07-01-2012 09:00,22.9,13,54,4,48.3,100.51,Mainly Clear,Fort Worth
07-01-2012 10:00,23.4,13.5,54,13,48.3,100.5,Mainly Clear,Columbus
07-01-2012 11:00,24.6,14.4,53,19,48.3,100.5,Mainly Clear,Charlotte
07-01-2012 12:00,24.2,13.4,51,22,48.3,100.54,Mainly Clear,New York
07-01-2012 13:00,25.4,14,49,22,48.3,100.55,Mainly Clear,Los Angeles
07-01-2012 14:00,25.1,13.9,50,17,48.3,100.56,Mainly Clear,Chicago
07-01-2012 15:00,24.7,14,51,15,48.3,100.56,Mostly Cloudy,Houston
07-01-2012 16:00,24.7,13.8,51,15,48.3,100.55,Mostly Cloudy,Phoenix
07-01-2012 17:00,25.3,14.5,51,11,48.3,100.52,Mainly Clear,Philadelphia
07-01-2012 18:00,24.5,13.9,52,17,48.3,100.52,Mainly Clear,San Antonio
07-01-2012 19:00,23.6,13,51,15,48.3,100.51,Mainly Clear,San Diego
07-01-2012 20:00,21.9,12.9,57,11,25,100.55,Mainly Clear,Dallas
07-01-2012 21:00,21.3,12.9,59,7,25,100.63,Mainly Clear,San Jose
07-01-2012 22:00,19.6,13,66,11,25,100.63,Mainly Clear,Austin
07-01-2012 23:00,19.1,12.9,67,9,25,100.67,Mainly Clear,Jacksonville
07-02-2012 00:00,18.1,13,72,13,25,100.69,Mainly Clear,Fort Worth
07-02-2012 01:00,17.3,12.6,74,7,25,100.71,Mainly Clear,Columbus
07-02-2012 02:00,16.6,12.5,77,7,25,100.72,Mainly Clear,Charlotte
07-02-2012 03:00,16.6,12.5,77,6,25,100.72,Mainly Clear,New York
07-02-2012 04:00,16.8,12.4,75,0,24.1,100.75,Mainly Clear,Los Angeles
07-02-2012 05:00,16.6,12.7,78,6,24.1,100.76,Mainly Clear,Chicago
07-02-2012 06:00,19.5,14,71,6,48.3,100.79,Mainly Clear,Houston
07-02-2012 07:00,21.5,14.6,65,9,48.3,100.81,Mainly Clear,Phoenix
07-02-2012 08:00,22.2,14.8,63,15,48.3,100.84,Mostly Cloudy,Philadelphia
07-02-2012 09:00,23.4,15,59,15,48.3,100.83,Mainly Clear,San Antonio
07-02-2012 10:00,23.6,15.1,59,13,48.3,100.81,Mainly Clear,San Diego
07-02-2012 11:00,25.2,15.6,55,19,48.3,100.78,Mainly Clear,Dallas
07-02-2012 12:00,25.9,15.6,53,15,48.3,100.73,Mainly Clear,San Jose
07-02-2012 13:00,26.5,13.7,45,17,48.3,100.66,Mainly Clear,Austin
07-02-2012 14:00,26.7,12.8,42,19,48.3,100.61,Mostly Cloudy,Jacksonville
07-02-2012 15:00,28.3,12.3,37,30,48.3,100.55,Mainly Clear,Fort Worth
07-02-2012 16:00,28,11.6,36,22,48.3,100.54,Mainly Clear,Columbus
07-02-2012 17:00,26.3,9.7,35,26,48.3,100.62,Mostly Cloudy,Charlotte
07-02-2012 18:00,25.9,10,37,20,48.3,100.66,Mostly Cloudy,New York
07-02-2012 19:00,24.5,9.7,39,15,48.3,100.69,Mostly Cloudy,Los Angeles
07-02-2012 20:00,21.7,10,47,9,25,100.75,Mainly Clear,Chicago
07-02-2012 21:00,20,10.4,54,6,25,100.81,Mainly Clear,Houston
07-02-2012 22:00,19.1,10.5,57,6,25,100.82,Mainly Clear,Phoenix
07-02-2012 23:00,19,10.8,59,7,25,100.81,Mainly Clear,Philadelphia
07-03-2012 00:00,18.2,10.8,62,7,25,100.83,Mainly Clear,San Antonio
07-03-2012 01:00,16.7,10.5,67,4,25,100.84,Clear,San Diego
07-03-2012 02:00,17.2,11.1,67,4,25,100.83,Clear,Dallas
07-03-2012 03:00,16.9,10.4,66,0,25,100.83,Clear,San Jose
07-03-2012 04:00,14.3,10.5,78,6,24.1,100.89,Clear,Austin
07-03-2012 05:00,17.6,10.8,64,6,48.3,100.84,Clear,Jacksonville
07-03-2012 06:00,18.5,11.1,62,9,48.3,100.98,Clear,Fort Worth
07-03-2012 07:00,20.3,10.3,53,6,48.3,100.97,Clear,Columbus
07-03-2012 08:00,21.5,10.9,51,0,48.3,100.96,Clear,Charlotte
07-03-2012 09:00,21.9,11.1,50,9,48.3,100.94,Mainly Clear,New York
07-03-2012 10:00,23,11.6,49,4,48.3,100.89,Mainly Clear,Los Angeles
07-03-2012 11:00,24.1,12,47,9,48.3,100.85,Mostly Cloudy,Chicago
07-03-2012 12:00,25.2,12.3,45,11,48.3,100.79,Mostly Cloudy,Houston
07-03-2012 13:00,26.9,13.1,43,13,48.3,100.74,Cloudy,Phoenix
07-03-2012 14:00,27.3,13,41,9,48.3,100.66,Cloudy,Philadelphia
07-03-2012 15:00,26.9,12.3,40,15,48.3,100.58,Cloudy,San Antonio
07-03-2012 16:00,27.4,11.4,37,15,48.3,100.55,Cloudy,San Diego
07-03-2012 17:00,27.5,10.4,34,15,48.3,100.49,Cloudy,Dallas
07-03-2012 18:00,27,10.7,36,11,48.3,100.44,Cloudy,San Jose
07-03-2012 19:00,25.3,14.4,51,17,48.3,100.41,Cloudy,Austin
07-03-2012 20:00,24.8,12.8,47,17,48.3,100.36,Cloudy,Jacksonville
07-03-2012 21:00,25,13.9,50,13,25,100.37,Rain Showers,Fort Worth
07-03-2012 22:00,21.5,14.8,66,17,25,100.35,Rain Showers,Columbus
07-03-2012 23:00,20.8,14.8,69,0,25,100.32,Rain Showers,Charlotte
07-04-2012 00:00,19.8,15.9,78,6,16.1,100.34,Rain,New York
07-04-2012 01:00,19.4,16.6,84,6,25,100.25,Cloudy,Los Angeles
07-04-2012 02:00,19.3,16.5,84,13,25,100.21,Cloudy,Chicago
07-04-2012 03:00,19.3,16.4,83,13,25,100.19,Cloudy,Houston
07-04-2012 04:00,19.9,16.9,83,13,19.3,100.21,Cloudy,Phoenix
